nodo 1,nodo 2,distancia_minima
68,34,3.32684
68,35,3.53031
68,36,3.48074
68,37,3.52014
68,38,3.52014
68,39,3.53031
68,40,3.32684
68,41,3.48074
68,42,3.48074
68,43,3.52014
68,44,3.53031
68,45,3.53031
68,46,3.52014
68,47,3.51655
68,48,3.32684
68,49,3.53031
68,50,3.52014
68,51,3.51655
68,52,3.32684
68,53,3.52812
68,54,3.51655
68,55,3.52014
68,56,3.32684
68,57,3.53031
68,58,3.53031
68,59,3.52014
68,60,3.12659
68,61,3.51469
68,62,3.53031
68,63,3.52014
68,64,3.32684
68,65,3.32684
68,66,3.53031
68,67,3.49677
68,68,0
68,69,3.32684
68,70,3.53031
68,71,3.49677
69,5,3.1377
69,6,3.32684
69,7,3.28975
69,8,3.3408
69,9,3.33713
69,10,3.33977
69,11,3.3408
69,12,3.32684
69,13,3.32556
69,14,3.32684
69,15,3.32556
69,16,3.1377
69,17,3.3408
69,18,3.30578
69,19,3.32684
69,20,3.1377
69,21,3.1377
69,22,3.3408
69,23,3.32684
69,24,3.30578
69,25,3.3408
69,26,3.1377
69,27,3.32684
69,28,3.30578
69,29,3.33795
69,30,3.32556
69,31,3.1377
69,32,3.3408
69,33,3.32684
69,34,3.1377
69,35,3.3408
69,36,3.28975
69,37,3.32684
69,38,3.32684
69,39,3.3408
69,40,3.1377
69,41,3.28975
69,42,3.28975
69,43,3.32684
69,44,3.3408
69,45,3.3408
69,46,3.32684
69,47,3.32556
69,48,3.1377
69,49,3.3408
69,50,3.32684
69,51,3.32556
69,52,3.1377
69,53,3.33024
69,54,3.32556
69,55,3.32684
69,56,3.1377
69,57,3.3408
69,58,3.3408
69,59,3.32684
69,60,2.93745
69,61,3.32556
69,62,3.3408
69,63,3.32684
69,64,3.1377
69,65,3.1377
69,66,3.3408
69,67,3.30578
69,68,3.32684
69,69,0
69,70,3.3408
69,71,3.30578
70,5,3.3408
70,6,3.53031
70,7,3.49093
70,8,3.54077
70,9,3.5406
70,10,3.54096
70,11,3.54077
70,12,3.53031
70,13,3.52674
70,14,3.53031
70,15,3.52674
70,16,3.3408
70,17,3.54077
70,18,3.50696
70,19,3.53031
70,20,3.3408
70,21,3.3408
70,22,3.54077
70,23,3.53031
70,24,3.50696
70,25,3.54077
70,26,3.3408
70,27,3.53031
70,28,3.50696
70,29,3.54105
70,30,3.52674
70,31,3.3408
70,32,3.54077
70,33,3.53031
70,34,3.3408
70,35,3.54077
70,36,3.49093
70,37,3.53031
70,38,3.53031
70,39,3.54077
70,40,3.3408
70,41,3.49093
70,42,3.49093
70,43,3.53031
70,44,3.54077
70,45,3.54077
70,46,3.53031
70,47,3.52674
70,48,3.3408
70,49,3.54077
70,50,3.53031
70,51,3.52674
70,52,3.3408
70,53,3.54077
70,54,3.52674
70,55,3.53031
70,56,3.3408
70,57,3.54077
70,58,3.54077
70,59,3.53031
70,60,3.14055
70,61,3.52866
70,62,3.54077
70,63,3.53031
70,64,3.3408
70,65,3.3408
70,66,3.54077
70,67,3.50696
70,68,3.53031
70,69,3.3408
70,70,0
70,71,3.50696
71,5,3.30578
71,6,3.49677
71,7,3.38452
71,8,3.50696
71,9,3.50706
71,10,3.43455
71,11,3.50696
71,12,3.49677
71,13,3.42034
71,14,3.49677
71,15,3.42034
71,16,3.30578
71,17,3.50696
71,18,3.40055
71,19,3.49677
71,20,3.30578
71,21,3.30578
71,22,3.50696
71,23,3.49677
71,24,3.40055
71,25,3.50696
71,26,3.30578
71,27,3.49677
71,28,3.40055
71,29,3.50603
71,30,3.42034
71,31,3.30578
71,32,3.50696
71,33,3.49677
71,34,3.30578
71,35,3.50696
71,36,3.38452
71,37,3.49677
71,38,3.49677
71,39,3.50696
71,40,3.30578
71,41,3.38452
71,42,3.38452
71,43,3.49677
71,44,3.50696
71,45,3.50696
71,46,3.49677
71,47,3.42034
71,48,3.30578
71,49,3.50696
71,50,3.49677
71,51,3.42034
71,52,3.30578
71,53,3.50706
71,54,3.42034
71,55,3.49677
71,56,3.30578
71,57,3.50696
71,58,3.50696
71,59,3.49677
71,60,3.10553
71,61,3.49364
71,62,3.50696
71,63,3.49677
71,64,3.30578
71,65,3.30578
71,66,3.50696
71,67,3.40055
71,68,3.49677
71,69,3.30578
71,70,3.50696
71,71,0
72,72,0
72,73,3.52494
72,74,3.46132
72,501,6.88421
73,72,3.52494
73,73,0
73,74,6.90546
73,501,3.48257
74,72,3.46132
74,73,6.90546
74,74,0
74,501,3.42289
75,75,0
75,76,3.29731
75,77,2.68954
75,78,3.26406
75,79,3.04499
75,80,2.77501
75,81,3.25085
75,82,5.28793
75,83,5.56165
75,84,5.46892
75,85,5.57183
75,86,5.49994
75,87,5.47709
75,88,5.31309
75,89,6.52481
75,90,5.47168
75,91,5.58606
75,92,6.48265
75,93,5.60823
75,108,5.29723
75,109,5.56435
75,122,5.49994
75,123,6.20403
75,124,5.91909
75,125,5.99113
75,126,5.33936
75,127,6.1478
75,128,6.15571
75,129,5.46892
75,130,5.60065
75,131,5.57524
75,132,5.33936
75,133,5.58241
75,134,5.3658
75,137,6.19398
75,138,5.33262
75,139,8.16893
75,144,5.33591
75,145,7.9475
75,146,6.10972
75,147,5.55442
75,148,5.57299
75,149,5.59778
75,150,5.58428
75,151,5.95464
75,152,6.31494
75,153,5.61303
75,154,5.29101
75,155,6.05378
75,156,5.60786
75,157,5.39883
75,194,8.7485
75,281,8.59453
75,564,8.37089
75,578,8.76567
75,604,6.43903
75,622,8.74144
76,75,3.29731
76,76,0
76,77,5.80455
76,78,3.27071
76,79,2.95237
76,80,5.65099
76,81,3.48643
76,82,3.20616
76,83,3.47987
76,84,3.38715
76,85,3.49005
76,86,3.41816
76,87,3.39532
76,88,3.23132
76,89,5.71477
76,90,3.3899
76,91,3.50428
76,92,6.05971
76,93,3.52646
76,108,3.21545
76,109,3.48257
76,122,3.41816
76,123,2.9484
76,124,2.79781
76,125,2.85414
76,126,3.08665
76,127,2.85048
76,128,2.8584
76,129,3.38715
76,130,3.51887
76,131,3.49347
76,132,3.08665
76,133,3.50064
76,134,3.28402
76,137,2.89667
76,138,3.25085
76,139,6.08715
76,144,3.25414
76,145,5.86572
76,146,2.85408
76,147,3.47264
76,148,3.49121
76,149,3.516
76,150,3.5025
76,151,2.65733
76,152,3.01763
76,153,3.53125
76,154,3.20924
76,155,2.75647
76,156,3.52609
76,157,3.31706
76,194,6.66673
76,281,6.51275
76,564,6.28912
76,578,6.6839
76,604,6.67461
76,622,6.65967
77,75,2.68954
77,76,5.80455
77,77,0
77,78,2.66294
77,79,5.27304
77,80,5.28225
77,81,2.87866
77,82,2.59839
77,83,2.8721
77,84,2.77938
77,85,2.88229
77,86,2.81039
77,87,2.78755
77,88,2.62355
77,89,5.92369
77,90,2.78213
77,91,2.89651
77,92,5.73608
77,93,2.91869
77,108,2.60768
77,109,2.8748
77,122,2.81039
77,123,5.37691
77,124,5.31797
77,125,5.50903
77,126,5.29354
77,127,5.19747
77,128,5.20538
77,129,2.77938
77,130,2.91111
77,131,2.8857
77,132,5.29354
77,133,2.89287
77,134,2.67625
77,137,5.6864
77,138,2.64308
77,139,5.47938
77,144,2.64637
77,145,5.25795
77,146,5.29332
77,147,2.86488
77,148,2.88345
77,149,2.90824
77,150,2.89473
77,151,5.54548
77,152,5.29708
77,153,2.92348
77,154,2.60147
77,155,5.33457
77,156,2.91832
77,157,2.70929
77,194,6.05896
77,281,5.90498
77,564,5.68135
77,578,6.07613
77,604,6.06685
77,622,6.0519
78,75,3.26406
78,76,3.27071
78,77,2.66294
78,78,0
78,79,5.98904
78,80,2.74841
78,81,3.49968
78,82,5.26133
78,83,3.33
78,84,3.38437
78,85,5.54522
78,86,3.27071
78,87,5.45049
78,88,3.35811
78,89,3.26075
78,90,5.44507
78,91,3.21545
78,92,3.21859
78,93,3.51476
78,108,5.27062
78,109,5.44943
78,122,3.27071
78,123,2.93997
78,124,2.65503
78,125,3.37872
78,126,5.31275
78,127,5.81185
78,128,5.81976
78,129,3.37872
78,130,5.57404
78,131,5.54864
78,132,5.31275
78,133,3.33638
78,134,5.33919
78,137,3.02346
78,138,5.30602
78,139,5.93807
78,144,3.26075
78,145,5.87233
78,146,2.84565
78,147,3.32356
78,148,5.34093
78,149,3.35811
78,150,3.20924
78,151,5.92803
78,152,5.63146
78,153,5.57997
78,154,3.21859
78,155,5.75582
78,156,5.58126
78,157,5.37223
78,194,6.51764
78,281,6.64755
78,564,6.42391
78,578,6.81869
78,604,6.68787
78,622,6.64361
79,75,3.04499
79,76,2.95237
79,77,5.27304
79,78,5.98904
79,79,0
79,80,5.35851
79,81,2.88801
79,82,6.06146
79,83,2.73467
79,84,2.73467
79,85,3.21039
79,86,3.38437
79,87,2.91056
79,88,2.6495
79,89,5.87897
79,90,5.92592
79,91,2.77359
79,92,6.02101
79,93,5.65395
79,108,5.89413
79,109,2.68489
79,122,3.34269
79,123,5.65072
79,124,5.3553
79,125,2.94614
79,126,5.58154
79,127,5.38313
79,128,5.39104
79,129,2.72472
79,130,2.80409
79,131,6.02611
79,132,5.58154
79,133,2.7576
79,134,5.77892
79,137,5.64818
79,138,2.82395
79,139,5.35578
79,144,2.83203
79,145,5.44361
79,146,5.5564
79,147,2.74127
79,148,3.4252
79,149,2.86937
79,150,3.40579
79,151,5.35557
79,152,5.47848
79,153,2.84237
79,154,5.94964
79,155,5.31396
79,156,2.86153
79,157,6.19107
79,194,5.93535
79,281,8.78673
79,564,8.5631
79,578,8.95788
79,604,6.0762
79,622,6.06483
80,75,2.77501
80,76,5.65099
80,77,5.28225
80,78,2.74841
80,79,5.35851
80,80,0
80,81,2.96413
80,82,2.68386
80,83,2.95757
80,84,2.86485
80,85,2.96775
80,86,2.89586
80,87,2.87302
80,88,2.70902
80,89,6.00916
80,90,2.8676
80,91,2.98198
80,92,5.82155
80,93,3.00416
80,108,2.69315
80,109,2.96027
80,122,2.89586
80,123,5.31537
80,124,5.40343
80,125,5.19974
80,126,2.56435
80,127,5.11931
80,128,5.12722
80,129,2.86485
80,130,2.99658
80,131,2.97117
80,132,2.56435
80,133,2.97834
80,134,2.76172
80,137,5.77187
80,138,2.72855
80,139,5.56485
80,144,2.73184
80,145,5.34342
80,146,5.22105
80,147,2.95035
80,148,2.96892
80,149,2.99371
80,150,2.9802
80,151,5.63095
80,152,5.38255
80,153,3.00895
80,154,2.68694
80,155,5.42004
80,156,3.00379
80,157,2.79476
80,194,6.14443
80,281,5.99045
80,564,5.76682
80,578,6.1616
80,604,6.15232
80,622,6.13737
81,75,3.25085
81,76,3.48643
81,77,2.87866
81,78,3.49968
81,79,2.88801
81,80,2.96413
81,81,0
81,82,5.47705
81,83,5.62268
81,84,5.62268
81,85,5.76094
81,86,3.21171
81,87,3.44655
81,88,5.5022
81,89,6.76043
81,90,5.66079
81,91,5.6616
81,92,3.32356
81,93,5.79734
81,108,3.24756
81,109,5.5729
81,122,5.68905
81,123,6.33309
81,124,6.15471
81,125,5.83415
81,126,5.52847
81,127,6.02144
81,128,6.02936
81,129,5.61273
81,130,5.6921
81,131,5.76435
81,132,5.52847
81,133,5.64562
81,134,5.55491
81,137,6.38309
81,138,3.46132
81,139,8.24379
81,144,5.52503
81,145,8.13661
81,146,6.23877
81,147,5.62928
81,148,5.7621
81,149,3.53596
81,150,5.77339
81,151,6.14375
81,152,6.18377
81,153,5.73038
81,154,5.48012
81,155,6.24289
81,156,5.74954
81,157,5.58795
81,194,8.82337
81,281,8.78364
81,564,8.56001
81,578,8.95478
81,604,3.18819
81,622,8.93056
82,75,5.28793
82,76,3.20616
82,77,2.59839
82,78,5.26133
82,79,6.06146
82,80,2.68386
82,81,5.47705
82,82,0
82,83,3.46471
82,84,3.32679
82,85,2.99656
82,86,3.30723
82,87,3.39798
82,88,5.22194
82,89,6.78513
82,90,5.38052
82,91,5.4949
82,92,8.33447
82,93,5.51708
82,108,5.20607
82,109,5.47319
82,122,5.40878
82,123,6.15456
82,124,6.00397
82,125,6.0603
82,126,5.24821
82,127,6.05664
82,128,6.06456
82,129,5.37777
82,130,5.5095
82,131,5.48409
82,132,5.24821
82,133,5.49126
82,134,5.27464
82,137,6.10283
82,138,5.24147
82,139,8.07777
82,144,5.24476
82,145,7.85634
82,146,6.06024
82,147,5.46327
82,148,5.48184
82,149,5.50663
82,150,5.49312
82,151,5.86349
82,152,6.1352
82,153,5.52187
82,154,5.19986
82,155,5.96263
82,156,5.51671
82,157,5.30768
82,194,8.65735
82,281,8.50337
82,564,8.27974
82,578,8.67452
82,604,8.66524
82,622,8.65029
83,75,5.56165
83,76,3.47987
83,77,2.8721
83,78,3.33
83,79,2.73467
83,80,2.95757
83,81,5.62268
83,82,3.46471
83,83,0
83,84,3.51539
83,85,3.2552
83,86,3.45602
83,87,5.64523
83,88,5.38417
83,89,6.59075
83,90,5.65423
83,91,5.50826
83,92,6.54859
83,93,5.79079
83,108,5.47978
83,109,5.41956
83,122,5.6825
83,123,6.26997
83,124,5.98503
83,125,5.68081
83,126,5.52192
83,127,6.33035
83,128,6.33827
83,129,5.45939
83,130,5.53876
83,131,5.7578
83,132,5.52192
83,133,5.49227
83,134,5.54835
83,137,6.35346
83,138,5.51518
83,139,8.09045
83,144,5.51847
83,145,8.13005
83,146,6.17565
83,147,5.47594
83,148,5.75555
83,149,5.60404
83,150,3.48517
83,151,6.1372
83,152,6.4975
83,153,5.57704
83,154,5.47357
83,155,6.23634
83,156,5.5962
83,157,5.58139
83,194,8.67002
83,281,8.77709
83,564,8.55345
83,578,8.94823
83,604,8.81087
83,622,8.7995
84,75,5.46892
84,76,3.38715
84,77,2.77938
84,78,3.38437
84,79,2.73467
84,80,2.86485
84,81,5.62268
84,82,3.32679
84,83,3.51539
84,84,0
84,85,5.66166
84,86,3.3671
84,87,3.49456
84,88,5.38417
84,89,5.64624
84,90,5.56151
84,91,5.31099
84,92,6.12576
84,93,5.69807
84,108,5.38706
84,109,3.21859
84,122,3.20007
84,123,5.62054
84,124,2.72928
84,125,5.52925
84,126,5.4292
84,127,5.75416
84,128,5.76207
84,129,5.45939
84,130,5.53876
84,131,5.66508
84,132,5.4292
84,133,5.49227
84,134,5.42895
84,137,6.28381
84,138,3.30393
84,139,8.09045
84,144,5.42575
84,145,8.03733
84,146,5.52622
84,147,5.47594
84,148,3.21859
84,149,5.60404
84,150,3.20007
84,151,5.88926
84,152,5.70572
84,153,5.57704
84,154,5.38085
84,155,5.86315
84,156,5.5962
84,157,5.48867
84,194,8.67002
84,281,8.68436
84,564,8.46073
84,578,8.85551
84,604,8.81087
84,622,6.66514
85,75,5.57183
85,76,3.49005
85,77,2.88229
85,78,5.54522
85,79,3.21039
85,80,2.96775
85,81,5.76094
85,82,2.99656
85,83,3.2552
85,84,5.66166
85,85,0
85,86,3.03973
85,87,3.02977
85,88,5.50583
85,89,6.41691
85,90,5.66442
85,91,5.7788
85,92,6.94995
85,93,5.80097
85,108,5.48997
85,109,3.5034
85,122,5.69268
85,123,6.08337
85,124,6.28786
85,125,3.50762
85,126,5.5321
85,127,6.34054
85,128,6.34845
85,129,5.66166
85,130,5.79339
85,131,5.76798
85,132,5.5321
85,133,5.77516
85,134,5.55854
85,137,6.38672
85,138,5.52536
85,139,5.8588
85,144,5.52866
85,145,8.14024
85,146,5.98905
85,147,3.24429
85,148,5.76573
85,149,5.79052
85,150,5.77702
85,151,6.14738
85,152,5.76699
85,153,5.80577
85,154,5.48375
85,155,6.24652
85,156,5.80061
85,157,5.59158
85,194,6.43837
85,281,8.78727
85,564,8.56363
85,578,8.95841
85,604,8.94913
85,622,6.94995
86,75,5.49994
86,76,3.41816
86,77,2.81039
86,78,3.27071
86,79,3.38437
86,80,2.89586
86,81,3.21171
86,82,3.30723
86,83,3.45602
86,84,3.3671
86,85,3.03973
86,86,0
86,87,3.3899
86,88,5.43394
86,89,6.53146
86,90,5.59253
86,91,5.70691
86,92,6.4893
86,93,5.72908
86,108,5.41808
86,109,3.41331
86,122,5.62079
86,123,6.21068
86,124,5.92573
86,125,3.43628
86,126,5.46021
86,127,6.26038
86,128,6.26829
86,129,5.58977
86,130,5.7215
86,131,5.69609
86,132,5.46021
86,133,5.70327
86,134,5.48665
86,137,6.29417
86,138,5.45347
86,139,8.28978
86,144,5.45676
86,145,8.06835
86,146,6.11636
86,147,5.67527
86,148,5.69384
86,149,3.19496
86,150,3.22811
86,151,6.07549
86,152,6.12712
86,153,5.73388
86,154,5.41186
86,155,6.16636
86,156,5.72871
86,157,5.51968
86,194,8.86935
86,281,8.71538
86,564,8.49174
86,578,8.88652
86,604,6.3999
86,622,6.85986
87,75,5.47709
87,76,3.39532
87,77,2.78755
87,78,5.45049
87,79,2.91056
87,80,2.87302
87,81,3.44655
87,82,3.39798
87,83,5.64523
87,84,3.49456
87,85,3.02977
87,86,3.3899
87,87,0
87,88,5.4111
87,89,3.38715
87,90,5.56629
87,91,3.20616
87,92,5.87251
87,93,3.05622
87,108,3.20924
87,109,5.59545
87,122,2.97559
87,123,3.0536
87,124,5.55257
87,125,3.36113
87,126,5.43736
87,127,5.23557
87,128,5.24348
87,129,3.49235
87,130,3.40061
87,131,5.67325
87,132,5.43736
87,133,5.6135
87,134,5.4638
87,137,6.08074
87,138,2.67545
87,139,6.59331
87,144,5.43392
87,145,5.56912
87,146,2.95929
87,147,5.65183
87,148,5.67099
87,149,3.22811
87,150,5.68228
87,151,6.03602
87,152,2.73722
87,153,3.25085
87,154,5.38902
87,155,5.74652
87,156,5.70587
87,157,5.49684
87,194,8.84591
87,281,6.189
87,564,5.96537
87,578,6.36015
87,604,6.63474
87,622,6.81878
88,75,5.31309
88,76,3.23132
88,77,2.62355
88,78,3.35811
88,79,2.6495
88,80,2.70902
88,81,5.5022
88,82,5.22194
88,83,5.38417
88,84,5.38417
88,85,5.50583
88,86,5.43394
88,87,5.4111
88,88,0
88,89,3.3332
88,90,3.32356
88,91,3.20924
88,92,3.4977
88,93,3.49563
88,108,5.23123
88,109,5.33439
88,122,5.43394
88,123,6.16512
88,124,5.79094
88,125,5.59564
88,126,5.27336
88,127,5.84361
88,128,5.85153
88,129,5.37422
88,130,5.45359
88,131,5.50924
88,132,5.27336
88,133,5.4071
88,134,5.2998
88,137,6.08382
88,138,5.26662
88,139,6.53936
88,144,5.26992
88,145,5.91987
88,146,6.0708
88,147,5.39077
88,148,5.50699
88,149,5.51887
88,150,5.51828
88,151,5.88864
88,152,6.03822
88,153,5.49187
88,154,5.22501
88,155,5.7496
88,156,5.51103
88,157,5.33284
88,194,8.58485
88,281,6.44641
88,564,6.22277
88,578,6.61755
88,604,8.69039
88,622,8.67545
89,75,6.52481
89,76,5.71477
89,77,5.92369
89,78,3.26075
89,79,5.87897
89,80,6.00916
89,81,6.76043
89,82,6.78513
89,83,6.59075
89,84,5.64624
89,85,6.41691
89,86,6.53146
89,87,3.38715
89,88,3.3332
89,89,0
89,90,5.98745
89,91,5.49866
89,92,6.16159
89,93,3.52094
89,108,6.40332
89,109,3.19408
89,122,5.60666
89,123,5.80821
89,124,2.91696
89,125,5.71693
89,126,6.38661
89,127,6.01056
89,128,6.01847
89,129,6.24696
89,130,6.57997
89,131,6.42365
89,132,6.38661
89,133,6.23402
89,134,5.61662
89,137,2.99855
89,138,3.45043
89,139,3.20616
89,144,6.12929
89,145,6.03384
89,146,5.71389
89,147,5.82067
89,148,5.60286
89,149,6.06293
89,150,6.46998
89,151,5.86476
89,152,5.89339
89,153,6.40701
89,154,6.4521
89,155,5.94714
89,156,6.7198
89,157,6.29716
89,194,9.01475
89,281,6.65373
89,564,6.43009
89,578,6.82487
89,604,9.94862
89,622,6.64063
90,75,5.47168
90,76,3.3899
90,77,2.78213
90,78,5.44507
90,79,5.92592
90,80,2.8676
90,81,5.66079
90,82,5.38052
90,83,5.65423
90,84,5.56151
90,85,5.66442
90,86,5.59253
90,87,5.56629
90,88,3.32356
90,89,5.98745
90,90,0
90,91,5.67864
90,92,6.15195
90,93,3.44655
90,108,5.38981
90,109,3.24103
90,122,5.4284
90,123,2.86188
90,124,3.19707
90,125,3.27071
90,126,3.0404
90,127,5.59536
90,128,5.60328
90,129,3.30062
90,130,3.35811
90,131,5.66783
90,132,3.0404
90,133,3.37004
90,134,3.23778
90,137,2.98891
90,138,5.42521
90,139,8.26152
90,144,5.2079
90,145,2.59631
90,146,2.76756
90,147,5.64701
90,148,5.66558
90,149,5.69037
90,150,5.67686
90,151,5.9117
90,152,2.82907
90,153,3.34269
90,154,3.2031
90,155,5.8961
90,156,5.70045
90,157,3.28735
90,194,8.84109
90,281,3.12285
90,564,2.89922
90,578,3.294
90,604,8.84898
90,622,6.65354
91,75,5.58606
91,76,3.50428
91,77,2.89651
91,78,3.21545
91,79,2.77359
91,80,2.98198
91,81,5.6616
91,82,5.4949
91,83,5.50826
91,84,5.31099
91,85,5.7788
91,86,5.70691
91,87,3.20616
91,88,3.20924
91,89,5.49866
91,90,5.67864
91,91,0
91,92,6.03763
91,93,3.51661
91,108,5.50419
91,109,3.50428
91,122,5.18846
91,123,5.47296
91,124,2.58171
91,125,3.5034
91,126,5.18934
91,127,2.63438
91,128,2.6423
91,129,5.49831
91,130,5.57768
91,131,3.27736
91,132,5.18934
91,133,5.53119
91,134,5.19869
91,137,2.87458
91,138,5.1945
91,139,8.12937
91,144,5.18548
91,145,6.0295
91,146,5.37864
91,147,5.51486
91,148,5.18493
91,149,5.64296
91,150,5.79124
91,151,6.16161
91,152,5.55814
91,153,5.61596
91,154,5.49798
91,155,2.54036
91,156,5.63512
91,157,5.18252
91,194,8.70894
91,281,6.64939
91,564,6.42575
91,578,6.82053
91,604,8.84979
91,622,6.95083
92,75,6.48265
92,76,6.05971
92,77,5.73608
92,78,3.21859
92,79,6.02101
92,80,5.82155
92,81,3.32356
92,82,8.33447
92,83,6.54859
92,84,6.12576
92,85,6.94995
92,86,6.4893
92,87,5.87251
92,88,3.4977
92,89,6.16159
92,90,6.15195
92,91,6.03763
92,92,0
92,93,5.70575
92,108,3.52143
92,109,3.44655
92,122,2.92568
92,123,5.4922
92,124,5.61538
92,125,6.35317
92,126,5.7369
92,127,5.47977
92,128,5.48768
92,129,5.93095
92,130,3.53433
92,131,6.12275
92,132,5.7369
92,133,3.52533
92,134,5.93428
92,137,3.16304
92,138,3.19707
92,139,9.00566
92,144,6.47934
92,145,6.24164
92,146,5.97254
92,147,6.39115
92,148,6.91767
92,149,5.80956
92,150,6.42782
92,151,6.11723
92,152,5.9763
92,153,6.48993
92,154,3.28069
92,155,6.19961
92,156,6.97227
92,157,8.02791
92,194,9.58523
92,281,8.83854
92,564,8.6149
92,578,9.00968
92,604,6.51175
92,622,6.73113
93,75,5.60823
93,76,3.52646
93,77,2.91869
93,78,3.51476
93,79,5.65395
93,80,3.00416
93,81,5.79734
93,82,5.51708
93,83,5.79079
93,84,5.69807
93,85,5.80097
93,86,5.72908
93,87,3.05622
93,88,3.49563
93,89,3.52094
93,90,3.44655
93,91,3.51661
93,92,5.70575
93,93,0
93,108,5.52637
93,109,3.21545
93,122,2.78007
93,123,2.66949
93,124,3.11365
93,125,3.25744
93,126,5.23188
93,127,5.32436
93,128,5.33228
93,129,3.10824
93,130,3.05903
93,131,2.90271
93,132,5.23188
93,133,3.11536
93,134,5.42926
93,137,3.16097
93,138,2.83
93,139,6.7271
93,144,3.09635
93,145,2.5129
93,146,2.57517
93,147,5.78356
93,148,5.79955
93,149,5.44249
93,150,5.81342
93,151,5.88612
93,152,2.54259
93,153,3.05622
93,154,2.93116
93,155,5.96851
93,156,5.83701
93,157,2.77622
93,194,8.97764
93,281,3.13279
93,564,2.90915
93,578,3.30393
93,604,8.98553
93,622,6.3816
94,94,0
94,95,3.50681
94,96,3.18564
94,97,2.73855
94,98,3.43628
95,94,3.50681
95,95,0
95,96,2.98934
95,97,2.54225
95,98,3.41083
96,94,3.18564
96,95,2.98934
96,96,0
96,97,5.5316
96,98,3.08966
97,94,2.73855
97,95,2.54225
97,96,5.5316
97,97,0
97,98,2.64257
98,94,3.43628
98,95,3.41083
98,96,3.08966
98,97,2.64257
98,98,0
99,99,0
99,100,3.30723
100,99,3.30723
100,100,0
101,101,0
101,102,3.19707
101,103,3.30723
102,101,3.19707
102,102,0
102,103,3.19112
103,101,3.30723
103,102,3.19112
103,103,0
104,104,0
104,105,3.48257
105,104,3.48257
105,105,0
106,106,0
106,107,3.26406
107,106,3.26406
107,107,0
108,75,5.29723
108,76,3.21545
108,77,2.60768
108,78,5.27062
108,79,5.89413
108,80,2.69315
108,81,3.24756
108,82,5.20607
108,83,5.47978
108,84,5.38706
108,85,5.48997
108,86,5.41808
108,87,3.20924
108,88,5.23123
108,89,6.40332
108,90,5.38981
108,91,5.50419
108,92,3.52143
108,93,5.52637
108,108,0
108,109,3.20924
108,122,5.41808
108,123,6.16385
108,124,6.00363
108,125,6.06959
108,126,5.2575
108,127,6.05631
108,128,6.06422
108,129,5.38706
108,130,5.51879
108,131,5.49338
108,132,5.2575
108,133,5.50055
108,134,5.28393
108,137,6.11212
108,138,5.25076
108,139,8.08707
108,144,5.25405
108,145,7.86563
108,146,6.06953
108,147,5.47256
108,148,5.49113
108,149,5.51592
108,150,5.50241
108,151,5.87278
108,152,5.94646
108,153,5.53117
108,154,5.20915
108,155,5.96229
108,156,5.526
108,157,5.31697
108,194,8.66664
108,281,8.51267
108,564,8.28903
108,578,8.68381
108,604,6.43575
108,622,6.65579
109,75,5.56435
109,76,3.48257
109,77,2.8748
109,78,5.44943
109,79,2.68489
109,80,2.96027
109,81,5.5729
109,82,5.47319
109,83,5.41956
109,84,3.21859
109,85,3.5034
109,86,3.41331
109,87,5.59545
109,88,5.33439
109,89,3.19408
109,90,3.24103
109,91,3.50428
109,92,3.44655
109,93,3.21545
109,108,3.20924
109,109,0
109,122,3.41331
109,123,5.68565
109,124,2.7944
109,125,3.47264
109,126,3.19253
109,127,2.84707
109,128,2.85499
109,129,5.40961
109,130,3.51993
109,131,3.49005
109,132,3.19253
109,133,3.50841
109,134,3.3899
109,137,6.19263
109,138,3.27403
109,139,6.08715
109,144,3.27071
109,145,5.72835
109,146,5.59133
109,147,3.47264
109,148,3.47111
109,149,5.55426
109,150,3.47987
109,151,2.67067
109,152,3.01546
109,153,3.52909
109,154,5.47627
109,155,2.75306
109,156,3.52571
109,157,5.39521
109,194,6.66673
109,281,6.34824
109,564,6.1246
109,578,6.51938
109,604,8.76109
109,622,3.44655
110,110,0
110,111,3.53196
110,112,3.50158
111,110,3.53196
111,111,0
111,112,7.03354
112,110,3.50158
112,111,7.03354
112,112,0
113,113,0
113,114,3.54081
113,115,3.45782
113,116,2.96483
113,117,3.54072
113,118,3.35201
113,257,12.7631
113,258,10.097
113,259,10.097
113,260,10.0923
113,261,10.097
113,262,9.76505
113,273,14.942
113,274,15.1791
113,275,12.2998
113,276,12.684
113,277,17.8764
113,278,15.1856
113,279,15.225
113,280,14.9045
113,299,6.73788
113,305,20.7334
113,306,21.5236
113,307,21.3051
113,308,23.3701
113,309,21.3449
113,310,23.5402
113,311,21.3183
113,312,18.0509
113,313,21.5569
113,314,23.5411
113,315,23.3899
113,316,21.4667
113,317,23.4212
113,318,20.7112
113,326,21.4667
113,364,19.5433
113,365,19.0685
113,366,19.3473
113,367,16.1349
113,380,21.5087
113,381,21.5871
113,382,21.3659
113,383,21.0633
113,397,18.2415
113,398,15.3605
113,454,21.3216
113,455,23.355
113,495,12.7331
113,500,12.3611
113,520,24.609
113,552,23.8524
113,553,24.8615
113,568,12.7468
113,582,24.5795
113,585,17.4915
113,589,12.9288
113,590,12.9423
113,598,12.7377
113,600,12.6704
113,601,12.6492
113,602,6.8908
113,603,6.62604
114,113,3.54081
114,114,0
114,115,3.53541
114,116,3.05332
